cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
0.153,5.33,0.136,0.0,5.042,0.079
0.196,6.616,0.154,0.0,6.266,0.089
0.215,6.253,0.18,0.0,5.859,0.079
0.251,6.729,0.216,0.0,6.262,0.082
0.316,7.56,0.132,0.0,7.112,0.09
0.36,7.226,0.169,0.0,6.698,0.082
0.393,8.325,0.18,0.0,7.753,0.089
0.505,8.713,0.18,0.0,8.028,0.093
0.476,10.336,0.213,0.0,9.647,0.106
0.469,11.472,0.202,0.0,10.801,0.112
0.592,12.823,0.15,0.0,12.08,0.118
0.756,13.965,0.15,0.0,13.058,0.123
0.796,16.104,0.136,0.0,15.173,0.136
1.043,18.209,0.106,0.0,17.06,0.149
1.268,22.223,0.088,0.0,20.866,0.172
1.457,22.829,0.077,0.0,21.295,0.166
1.21,24.751,0.084,0.0,23.457,0.166
1.541,27.552,0.077,0.0,25.934,0.178
1.436,26.409,0.077,0.0,24.897,0.163
2.006,31.501,0.062,0.0,29.433,0.184
1.73,30.492,0.114,0.0,28.649,0.179
2.108,32.482,0.15,0.0,30.224,0.191
2.207,35.066,0.172,0.0,32.687,0.195
2.044,36.676,0.722,0.0,33.91,0.198
2.096,37.38,0.883,0.0,34.402,0.196
1.893,38.031,1.099,0.0,35.039,0.194
2.13,36.869,1.348,0.0,33.39,0.189
1.93,34.528,1.294,0.0,31.305,0.182
2.038,34.839,1.608,0.0,31.192,0.185
2.036,35.239,2.198,0.0,31.005,0.186
1.684,30.831,3.561,0.0,25.586,0.157
1.408,27.899,3.638,0.0,22.852,0.137
1.607,29.025,2.931,0.0,24.487,0.141
1.495,32.496,3.455,0.0,27.546,0.153
1.827,37.485,3.936,0.0,31.722,0.17
1.603,38.907,3.33,0.0,33.973,0.174
2.79,41.349,3.605,0.0,34.955,0.182
3.021,43.472,4.129,0.0,36.321,0.187
2.903,48.293,4.225,0.0,41.164,0.214
3.455,48.929,4.192,0.0,41.282,0.215
4.138,54.158,4.181,0.011,45.793,0.235
4.547,59.965,4.693,0.015,50.696,0.255
5.335,61.265,5.903,0.018,49.999,0.253
6.279,70.069,6.789,0.011,56.983,0.287
5.492,68.264,6.859,0.018,55.883,0.281
5.331,68.188,11.874,0.015,50.956,0.275
5.059,72.357,16.302,0.018,50.969,0.284
3.623,70.326,16.364,0.26,50.056,0.274
5.553,70.267,14.298,3.265,47.041,0.268
5.359,70.287,14.858,4.976,45.023,0.254
5.416,72.806,16.099,4.759,46.497,0.254
6.221,73.303,18.774,6.302,41.975,0.248
4.88,66.554,17.781,5.21,38.652,0.217
5.155,70.796,21.889,7.079,36.64,0.225
5.168,77.331,25.455,7.449,39.229,0.241
5.67,76.61,24.662,7.504,38.655,0.243
6.056,83.063,28.231,7.068,41.597,0.249
6.114,83.908,31.017,7.629,38.983,0.244
7.218,88.629,32.445,7.313,41.433,0.254
7.715,96.036,40.026,6.738,41.315,0.273
8.155,101.484,42.73,7.086,43.213,0.286
9.206,112.449,46.419,6.661,49.86,0.317
8.804,121.792,51.487,7.632,53.549,0.343
9.952,135.15,61.632,7.53,55.788,0.375
10.603,141.518,64.904,8.405,57.4,0.385
10.603,144.16,69.53,8.464,55.406,0.389
8.804,132.851,69.922,7.676,46.301,0.379
10.335,142.754,75.671,6.579,50.006,0.388
10.335,150.396,80.46,6.031,53.434,0.405
,0.407,0.407,0.0,0.0,1.24
,0.443,0.443,0.0,0.0,1.386
,0.451,0.451,0.0,0.0,1.118
,0.462,0.462,0.0,0.0,1.563
,0.458,0.458,0.0,0.0,1.442
,0.572,0.572,0.0,0.0,1.829
,0.52,0.52,0.0,0.0,1.591
,0.377,0.377,0.0,0.0,1.043
,0.502,0.502,0.0,0.0,1.414
,0.473,0.473,0.0,0.0,1.301
,0.568,0.568,0.0,0.0,1.438
,0.59,0.59,0.0,0.0,1.468
,0.454,0.454,0.0,0.0,1.113
,0.381,0.381,0.0,0.0,0.925
,0.502,0.502,0.0,0.0,1.189
,0.59,0.59,0.0,0.0,1.353
,0.678,0.678,0.0,0.0,1.49
,0.744,0.744,0.0,0.0,1.509
,0.923,0.923,0.0,0.0,1.797
,0.758,0.758,0.0,0.0,1.489
,0.747,0.747,0.0,0.0,1.473
,0.828,0.828,0.0,0.0,1.591
,0.909,0.909,0.0,0.0,1.682
,1.22,1.22,0.0,0.0,2.165
,1.275,1.275,0.0,0.0,2.214
,1.326,1.326,0.0,0.0,2.184
,1.22,1.22,0.0,0.0,1.988
,1.308,1.308,0.0,0.0,1.99
,1.209,1.209,0.0,0.0,1.813
,1.066,1.066,0.0,0.0,1.608
,0.989,0.989,0.0,0.0,1.112
,0.81,0.81,0.0,0.0,0.973
,1.033,1.033,0.0,0.0,1.259
,1.074,1.074,0.0,0.0,1.29
,1.129,1.129,0.0,0.0,1.271
,1.209,1.209,0.0,0.0,1.241
,1.37,1.37,0.0,0.0,1.282
,1.473,1.473,0.0,0.0,1.387
,1.587,1.587,0.0,0.0,1.499
,1.682,1.682,0.0,0.0,1.534
,1.968,1.968,0.0,0.0,1.656
,2.14,2.14,0.0,0.0,1.752
,2.283,2.283,0.0,0.0,1.764
,2.246,2.246,0.0,0.0,1.697
,2.393,2.393,0.0,0.0,1.686
,2.792,2.792,0.0,0.0,1.801
,2.95,2.95,0.0,0.0,1.871
,3.023,3.023,0.0,0.0,1.77
,3.045,3.045,0.0,0.0,1.754
,3.004,3.004,0.0,0.0,1.625
,3.202,3.202,0.0,0.0,1.628
,3.459,3.459,0.0,0.0,1.741
,4.129,4.129,0.0,0.0,1.991
,4.316,4.316,0.0,0.0,1.988
,4.778,4.778,0.0,0.0,1.873
,5.621,5.621,0.0,0.0,2.161
,6.317,6.317,0.0,0.0,2.278
,6.716,6.716,0.0,0.0,2.399
,7.705,7.705,0.0,0.0,2.711
,7.112,7.112,0.0,0.0,2.359
,7.486,7.486,0.0,0.0,2.262
,7.669,7.669,0.0,0.0,2.205
,8.805,8.805,0.0,0.0,2.484
,10.054,10.054,0.0,0.0,2.659
,11.219,11.219,0.0,0.0,2.752
,12.421,12.421,0.0,0.0,2.87
,12.153,12.153,0.0,0.0,2.722
,13.293,13.293,0.0,0.0,2.78
,15.118,15.118,0.0,0.0,3.075
,15.612,15.612,0.0,0.0,2.991
,16.664,16.664,0.0,0.0,3.124
,18.972,18.972,0.0,0.0,3.347
,20.632,20.632,0.0,0.0,3.289
,22.35,22.35,0.0,0.0,3.353
,24.498,24.432,0.0,0.066,3.924
,24.058,23.992,0.0,0.066,3.553
,24.589,24.519,0.0,0.07,3.58
,23.134,23.061,0.0,0.073,3.303
,24.333,24.259,0.0,0.073,3.447
,26.487,26.395,0.0,0.092,3.504
,26.348,26.249,0.0,0.099,3.086
,26.231,26.11,0.0,0.121,2.969
,27.246,27.103,0.0,0.143,2.919
,29.928,29.774,0.0,0.154,3.015
,31.203,31.03,0.0,0.172,3.107
,32.599,32.401,0.0,0.198,3.222
,33.43,33.302,0.0,0.128,3.254
,33.676,33.529,0.0,0.147,3.122
,37.501,37.303,0.0,0.198,3.14
,40.517,40.3,0.0,0.216,3.392
,41.865,41.586,0.0,0.278,3.219
,45.342,45.075,0.0,0.267,3.33
,43.096,42.821,0.0,0.275,3.14
,45.335,45.042,0.0,0.293,3.345
,46.093,45.69,0.0,0.403,3.285
,48.991,48.376,0.0,0.616,3.294
,52.725,51.688,0.0,1.037,3.432
,55.092,54.147,0.0,0.945,3.423
,59.844,58.836,0.0,1.008,3.526
,61.918,60.936,0.0,0.982,3.34
,63.307,62.24,0.0,1.066,3.243
,66.897,65.655,0.0,1.242,3.317
,65.49,63.893,0.0,1.598,3.167
,68.487,66.425,0.0,2.063,3.038
,69.382,66.853,0.0,2.528,3.043
,74.885,72.448,0.0,2.437,3.085
,78.692,76.431,0.0,2.261,3.105
,87.196,83.741,0.0,3.455,3.019
,93.022,87.753,0.0,5.269,3.35
,95.535,89.134,0.0,6.401,3.305
,94.546,89.127,0.0,5.419,3.116
,99.602,95.128,0.0,4.474,3.234
,110.935,107.425,0.0,3.51,3.428
,116.207,112.789,0.0,3.419,3.314
,97.004,94.315,0.0,2.689,3.05
,94.744,92.417,0.0,2.327,3.022
,108.777,106.029,0.0,2.748,3.213
,120.883,118.406,0.0,2.477,3.414
,101.526,99.155,0.0,2.371,2.906
,2.73,0.176,0.0,2.554,0.09
,76.38,73.756,0.561,2.063,2.169
,74.947,72.936,0.553,1.458,2.425
,71.77,69.924,0.557,1.29,2.215
,52.549,50.673,0.542,1.334,1.429
,47.837,45.943,0.608,1.286,1.297
,48.075,45.664,0.744,1.667,1.29
,48.13,46.185,0.667,1.279,1.315
,60.669,58.411,0.63,1.627,1.518
0.542,62.888,59.991,0.638,1.718,1.581
0.498,72.69,70.019,0.649,1.524,1.702
0.411,56.565,53.795,0.674,1.685,1.436
0.269,54.826,52.399,0.66,1.499,1.558
0.174,41.977,39.982,0.605,1.216,1.323
0.204,43.204,41.136,0.641,1.224,1.293
0.356,45.215,43.037,0.652,1.169,1.244
0.418,46.148,43.84,0.674,1.216,1.21
0.52,49.896,47.475,0.67,1.231,1.192
0.636,56.336,53.663,0.736,1.301,1.259
0.85,59.936,56.7,0.81,1.576,1.425
0.0,51.901,49.827,0.462,1.612,1.166
0.0,167.247,165.638,0.0,1.608,3.44
0.0,164.803,164.059,0.0,0.744,3.315
0.0,181.613,180.456,0.0,1.158,3.662
0.0,197.786,196.339,0.0,1.447,3.923
0.0,189.04,187.802,0.0,1.238,3.694
0.149,59.458,58.807,0.191,0.311,1.397
0.691,104.594,102.757,0.205,0.942,2.251
0.752,91.546,89.468,0.205,1.121,1.779
0.901,88.925,86.199,0.216,1.608,1.639
1.159,105.426,102.577,0.191,1.499,2.035
1.243,112.123,109.183,0.41,1.286,1.891
1.33,122.132,118.662,0.623,1.517,1.914
1.319,128.042,124.268,0.729,1.726,1.98
1.628,139.193,134.806,0.777,1.982,2.093
1.683,147.568,141.87,0.887,3.129,2.173
1.886,154.202,147.777,0.986,3.554,2.072
1.995,166.417,159.531,1.041,3.851,2.1
2.221,178.682,171.017,1.059,4.386,2.183
2.5,176.735,168.599,1.07,4.565,2.1
2.628,189.66,180.419,1.154,5.459,2.142
3.26,199.577,188.868,1.469,5.98,2.126
3.638,207.235,194.782,1.854,6.962,2.201
3.729,216.607,202.26,2.077,8.541,2.222
3.794,230.999,215.469,2.341,9.394,2.25
4.328,242.88,224.643,2.682,11.227,2.244
4.732,246.981,225.592,3.151,13.506,2.184
4.964,252.431,228.934,3.763,14.77,2.128
5.502,259.025,232.668,4.73,16.125,2.117
5.735,275.801,244.337,6.277,19.452,2.137
5.847,293.365,258.166,8.68,20.672,2.132
6.018,304.143,261.488,10.915,25.722,2.041
6.409,312.881,267.827,11.322,27.322,2.018
6.792,329.506,280.945,11.732,30.037,2.031
7.486,335.59,281.175,12.311,34.617,1.964
7.998,346.237,288.935,12.656,36.648,2.036
8.746,374.78,310.029,14.539,41.465,2.198
9.277,398.119,327.184,16.243,45.415,2.214
9.888,417.955,341.877,16.605,49.585,2.26
9.979,430.87,351.839,16.393,52.659,2.26
8.737,441.309,358.841,17.899,55.832,2.251
8.323,463.329,380.898,17.858,56.25,2.378
6.36,408.997,336.45,17.463,48.724,2.151
7.129,420.97,349.736,17.708,46.397,2.231
7.102,421.024,350.744,18.309,44.869,2.218
7.249,432.467,366.148,18.763,40.307,2.202
6.447,444.508,379.026,17.877,41.158,2.189
6.724,451.849,383.064,19.492,42.568,2.193
6.777,463.733,394.734,20.123,42.099,2.183
7.082,444.23,377.561,19.892,39.695,2.012
7.267,422.175,355.925,19.529,39.454,1.886
5.453,376.641,302.284,18.722,40.209,1.655
5.414,373.623,303.094,17.129,40.575,1.608
5.538,364.511,293.86,16.611,41.309,1.615
5.147,365.175,293.178,16.836,42.904,1.602
6.643,360.218,283.683,18.124,45.655,1.564
6.666,362.615,282.565,19.091,46.562,1.541
6.219,377.285,293.186,19.81,50.808,1.556
6.739,367.236,277.516,21.004,53.672,1.505
6.334,339.076,251.777,20.625,52.611,1.394
6.178,329.266,239.663,20.428,54.742,1.326
6.114,317.452,228.827,21.838,52.568,1.245
4.957,313.501,226.152,22.635,52.418,1.221
4.67,306.123,219.897,22.422,51.675,1.166
4.566,318.95,226.406,24.832,54.949,1.154
5.07,323.794,226.424,26.563,58.178,1.131
5.057,322.765,222.638,27.401,59.786,1.091
5.984,336.573,232.308,27.63,62.282,1.1
7.05,335.92,227.707,27.911,65.2,1.066
6.693,329.567,220.472,28.134,66.312,1.029
5.757,316.021,209.074,27.273,67.08,1.003
6.221,334.225,220.927,29.135,70.17,1.003
7.379,333.599,218.379,29.325,69.792,0.969
6.384,325.953,214.04,30.558,66.488,0.933
5.874,321.927,214.314,30.804,61.855,0.914
6.456,309.582,202.997,29.464,61.552,0.873
6.342,312.715,201.647,30.634,64.961,0.882
6.53,323.547,202.099,32.42,73.144,0.912
6.996,336.765,203.504,34.13,82.713,0.935
7.655,336.081,198.673,34.283,85.797,0.914
7.692,317.683,177.753,35.491,87.535,0.858
7.691,302.437,164.196,36.764,84.485,0.864
7.366,331.077,184.12,39.816,89.93,0.899
7.793,323.117,175.398,32.822,97.258,0.87
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.022,0.022,0.0,0.0,0.004
,0.037,0.037,0.0,0.0,0.006
,0.52,0.52,0.0,0.0,0.083
,0.725,0.725,0.0,0.0,0.109
,0.531,0.531,0.0,0.0,0.085
,1.169,1.169,0.0,0.0,0.173
,1.147,1.147,0.0,0.0,0.167
,0.671,0.671,0.0,0.0,0.096
,0.641,0.641,0.0,0.0,0.091
,0.707,0.707,0.0,0.0,0.094
,0.879,0.879,0.0,0.0,0.103
,0.89,0.89,0.0,0.0,0.101
,1.085,1.059,0.0,0.026,0.116
,1.14,1.121,0.0,0.018,0.115
,1.202,1.172,0.0,0.029,0.12
,1.114,1.085,0.0,0.029,0.11
,1.231,1.202,0.0,0.029,0.12
,1.268,1.238,0.0,0.029,0.118
,1.367,1.337,0.0,0.029,0.114
,1.572,1.539,0.0,0.033,0.132
,1.678,1.641,0.0,0.037,0.129
,1.74,1.704,0.0,0.037,0.128
,1.693,1.649,0.0,0.044,0.123
,1.513,1.469,0.0,0.044,0.112
,1.777,1.73,0.0,0.048,0.127
,1.696,1.652,0.0,0.044,0.114
,1.729,1.689,0.0,0.04,0.113
,1.817,1.773,0.0,0.044,0.113
,2.081,2.037,0.0,0.044,0.123
,2.143,2.096,0.0,0.048,0.116
,2.466,2.422,0.0,0.044,0.126
,2.389,2.327,0.0,0.062,0.118
,2.62,2.565,0.0,0.055,0.127
,2.521,2.455,0.0,0.066,0.112
,2.579,2.524,0.0,0.055,0.113
,2.521,2.462,0.0,0.059,0.104
,2.898,2.84,0.0,0.059,0.114
,3.162,3.096,0.0,0.066,0.109
,3.144,3.078,0.0,0.066,0.113
,3.195,3.129,0.0,0.066,0.111
,3.25,3.184,0.0,0.066,0.107
,3.144,3.078,0.0,0.066,0.102
,3.653,3.587,0.0,0.066,0.113
,3.858,3.759,0.0,0.099,0.11
,3.375,3.29,0.0,0.084,0.106
,3.085,3.001,0.0,0.084,0.098
,2.99,2.902,0.0,0.088,0.088
,1.656,1.568,0.0,0.088,0.047
,1.096,1.063,0.0,0.033,0.031
,2.158,2.063,0.0,0.095,0.071
,2.103,2.012,0.0,0.092,0.06
,2.147,2.085,0.0,0.062,0.069
,2.961,2.84,0.0,0.121,0.091
,2.678,2.495,0.0,0.183,0.073
,3.03,2.832,0.0,0.198,0.082
,3.122,2.931,0.0,0.191,0.084
,3.136,2.909,0.0,0.227,0.086
,3.631,3.364,0.0,0.267,0.091
0.036,3.993,3.609,0.0,0.348,0.1
0.044,3.968,3.583,0.0,0.341,0.093
0.047,4.323,3.891,0.0,0.385,0.11
0.047,3.92,3.488,0.0,0.385,0.111
0.058,3.389,2.946,0.0,0.385,0.107
0.08,3.997,3.484,0.0,0.432,0.12
0.091,4.096,3.506,0.0,0.499,0.113
0.105,4.378,3.668,0.0,0.605,0.115
0.12,4.128,3.47,0.0,0.539,0.099
0.127,4.931,4.214,0.0,0.589,0.11
0.131,4.117,3.393,0.0,0.594,0.098
0.145,4.751,3.964,0.0,0.641,0.107
0.134,3.897,3.092,0.0,0.671,0.08
0.134,3.78,3.089,0.0,0.557,0.076
0.12,3.025,2.774,0.0,0.132,0.061
0.123,2.941,2.551,0.0,0.267,0.058
0.12,3.245,2.788,0.0,0.337,0.063
0.131,3.337,2.634,0.0,0.572,0.078
0.16,3.89,2.627,0.0,1.103,0.084
0.211,5.542,3.594,0.0,1.737,0.108
0.247,5.252,3.206,0.0,1.799,0.097
0.258,5.52,3.646,0.0,1.616,0.107
0.283,5.618,3.191,0.0,2.143,0.095
0.316,5.394,2.222,0.0,2.856,0.085
0.36,5.35,2.034,0.0,2.957,0.083
0.382,5.929,2.396,0.0,3.151,0.089
0.385,5.79,1.748,0.0,3.657,0.085
0.385,6.46,2.223,0.0,3.852,0.087
0.505,7.163,2.286,0.0,4.371,0.09
0.483,7.782,2.473,0.0,4.825,0.095
0.505,7.555,2.44,0.0,4.609,0.09
0.509,7.98,2.616,0.0,4.855,0.09
0.592,8.214,2.363,0.0,5.258,0.088
0.614,9.078,2.741,0.0,5.723,0.096
0.694,9.29,2.609,0.0,5.987,0.095
0.709,10.012,2.942,0.0,6.361,0.098
0.803,11.007,3.187,0.0,7.018,0.102
0.829,11.582,3.191,0.0,7.562,0.102
0.85,11.835,3.243,0.0,7.742,0.1
0.901,12.392,2.84,0.0,8.651,0.101
0.919,12.992,2.587,0.0,9.486,0.101
1.007,14.593,2.73,0.0,10.855,0.106
1.152,15.236,3.009,0.0,11.075,0.102
1.207,16.376,2.341,0.0,12.828,0.106
1.358,18.307,1.641,0.0,15.308,0.113
1.603,19.945,2.147,0.0,16.195,0.117
1.636,20.645,1.785,0.0,17.224,0.121
1.655,21.275,1.638,0.0,17.983,0.125
1.771,22.326,1.315,0.0,19.24,0.124
2.036,22.605,1.253,0.0,19.316,0.122
2.411,22.585,1.689,0.0,18.485,0.118
2.406,24.856,1.682,0.0,20.768,0.127
2.675,26.773,1.627,0.0,22.472,0.137
2.635,27.0,1.425,0.0,22.94,0.142
2.74,29.0,1.209,0.0,25.051,0.154
2.77,29.902,1.605,0.0,25.527,0.157
2.512,28.794,1.59,0.0,24.692,0.147
2.42,27.13,2.865,0.0,21.845,0.134
2.437,30.221,5.467,0.0,22.317,0.147
2.604,31.198,6.951,0.0,21.643,0.147
2.607,32.568,7.914,0.0,22.046,0.148
2.629,40.822,9.563,0.0,28.63,0.182
3.176,45.279,10.984,1.0,29.539,0.199
3.271,47.097,11.585,0.938,30.699,0.203
3.136,50.92,11.871,0.583,34.705,0.226
3.195,49.434,12.526,0.545,32.516,0.217
3.292,50.207,13.179,0.433,32.418,0.218
3.462,54.468,14.584,0.775,34.566,0.232
3.388,51.761,13.54,0.915,32.883,0.213
3.561,54.627,13.722,1.129,35.015,0.224
3.537,59.169,12.296,2.447,39.667,0.243
3.827,66.837,14.897,6.454,40.451,0.269
3.809,65.611,15.003,5.716,39.867,0.257
3.627,65.152,12.701,6.27,41.235,0.254
3.91,69.56,13.708,7.362,43.285,0.265
3.616,64.456,12.975,7.319,39.241,0.233
4.004,67.303,13.081,9.136,39.722,0.235
4.088,69.635,13.064,9.603,41.464,0.235
4.0,64.843,13.069,9.079,37.328,0.212
4.166,62.355,11.433,9.737,35.571,0.198
4.012,60.028,9.836,10.482,34.261,0.187
3.223,57.136,10.738,9.707,32.18,0.181
3.376,52.934,6.427,10.473,31.34,0.159
2.813,51.74,8.634,10.496,28.455,0.15
2.55,49.899,11.138,9.085,25.598,0.143
2.814,48.103,10.194,8.095,24.973,0.137
3.096,47.885,10.316,7.628,24.991,0.135
2.921,52.203,12.563,9.096,25.625,0.147
2.297,50.367,10.819,9.803,25.554,0.142
2.531,55.106,12.394,12.292,25.923,0.153
2.251,51.373,10.375,11.313,25.496,0.14
2.225,47.494,5.026,12.113,26.131,0.128
2.31,41.695,2.417,11.99,23.188,0.119
2.106,39.938,1.038,11.307,23.723,0.108
2.106,41.605,1.038,10.714,25.983,0.112
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.26,0.0,0.0,0.26,0.005
0.0,0.352,0.0,0.0,0.352,0.006
0.0,0.388,0.0,0.0,0.388,0.006
0.0,0.194,0.0,0.0,0.194,0.003
0.0,0.366,0.0,0.0,0.366,0.006
0.0,0.608,0.0,0.0,0.608,0.009
0.0,0.418,0.0,0.0,0.418,0.006
0.0,0.506,0.0,0.0,0.506,0.006
0.0,0.311,0.0,0.0,0.311,0.004
0.0,0.169,0.0,0.0,0.169,0.002
0.0,0.183,0.0,0.0,0.183,0.002
0.0,0.176,0.0,0.0,0.176,0.002
0.0,0.161,0.0,0.0,0.161,0.002
0.0,0.191,0.0,0.0,0.191,0.002
0.0,6.134,0.0,0.169,0.194,0.06
0.0,6.269,0.0,0.15,0.154,0.058
0.0,6.287,0.0,0.154,0.169,0.056
0.0,6.273,0.0,0.158,0.154,0.053
0.0,6.683,0.0,0.216,0.216,0.055
0.0,7.075,0.0,0.986,0.242,0.055
0.025,7.167,0.0,1.63,0.304,0.052
0.127,7.561,0.0,1.924,0.3,0.051
0.127,9.144,0.0,1.931,0.337,0.059
0.051,10.775,0.0,2.118,0.381,0.066
0.051,12.457,0.0,3.034,0.462,0.073
0.062,10.479,0.0,2.495,0.513,0.062
0.08,10.947,0.0,4.239,0.418,0.064
0.083,10.375,0.0,2.833,1.199,0.058
0.082,9.916,0.0,3.085,1.59,0.054
0.099,10.519,0.0,2.833,1.499,0.055
0.111,14.342,0.0,8.374,1.404,0.073
0.097,13.082,0.0,8.638,1.605,0.067
0.119,12.841,0.0,9.545,2.224,0.068
0.104,12.335,0.0,8.85,2.454,0.065
0.17,11.243,0.0,8.288,2.616,0.059
0.214,12.298,0.0,7.835,2.516,0.063
0.14,12.378,0.0,8.61,2.29,0.061
0.135,13.267,0.0,10.776,2.356,0.064
0.13,11.471,0.0,9.069,2.271,0.054
0.129,11.898,0.0,9.519,2.25,0.054
0.127,14.292,0.0,11.523,2.642,0.064
0.111,11.411,0.0,8.9,2.4,0.05
0.218,17.38,0.0,14.378,2.785,0.075
0.224,26.78,0.0,22.054,4.503,0.119
0.222,30.684,0.0,25.912,4.551,0.135
0.19,32.343,0.0,25.915,4.199,0.14
0.191,33.137,0.0,25.915,5.192,0.141
0.275,34.424,0.0,26.297,5.097,0.142
0.274,42.182,0.0,28.096,8.42,0.173
0.387,36.888,0.0,20.02,11.314,0.152
0.399,36.248,0.0,22.383,7.973,0.146
0.468,40.314,0.0,24.286,9.258,0.158
0.47,45.817,0.0,24.61,15.559,0.178
0.498,45.067,0.0,24.992,14.638,0.172
0.509,46.515,0.0,26.791,13.425,0.168
0.498,47.32,0.0,32.837,8.801,0.165
0.523,47.551,0.0,31.815,10.853,0.161
0.553,59.63,0.0,36.087,18.672,0.195
0.869,59.383,0.0,41.467,12.486,0.189
1.36,61.637,0.0,41.564,14.414,0.192
1.472,65.074,0.0,44.73,14.766,0.207
1.355,73.422,0.0,53.395,15.202,0.22
1.769,81.493,0.0,66.681,10.124,0.237
1.913,93.321,0.0,81.667,7.372,0.267
1.858,82.808,0.0,69.088,10.326,0.235
2.124,91.178,0.0,82.502,4.562,0.257
2.403,91.194,0.0,83.701,3.136,0.257
2.34,87.385,0.0,80.791,2.587,0.246
2.096,100.111,0.0,87.083,9.057,0.278
1.956,95.464,0.0,87.145,4.536,0.26
1.572,101.019,0.0,87.43,10.417,0.273
1.362,102.501,0.0,86.818,12.524,0.293
1.537,107.218,0.0,89.941,13.947,0.291
1.537,101.34,0.0,82.446,15.501,0.273
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.004,0.0,0.0,0.004,0.001
,0.004,0.0,0.0,0.004,0.001
,0.004,0.0,0.0,0.004,0.001
,0.007,0.0,0.0,0.007,0.002
,0.011,0.0,0.0,0.011,0.003
,0.011,0.0,0.0,0.011,0.003
,0.015,0.0,0.0,0.015,0.004
,0.015,0.0,0.0,0.015,0.003
,0.018,0.0,0.0,0.018,0.004
,0.022,0.0,0.0,0.022,0.005
,0.026,0.0,0.0,0.026,0.005
,0.026,0.0,0.0,0.026,0.005
,0.037,0.0,0.0,0.037,0.007
