cement_co2,co2,coal_co2,gas_co2,oil_co2,share_global_co2
1.841,45.546,0.894,8.167,15.359,0.232
2.022,66.416,1.608,25.479,18.62,0.341
2.165,46.342,1.909,11.165,18.157,0.244
2.126,39.173,1.975,7.17,18.642,0.208
2.318,52.504,3.148,16.61,22.022,0.277
2.661,70.947,4.027,30.51,22.768,0.361
2.92,72.609,3.078,27.7,22.504,0.358
3.083,76.08,2.726,33.086,22.761,0.369
3.591,83.883,2.968,40.117,25.091,0.395
3.415,83.708,2.975,38.972,27.285,0.379
3.223,79.808,2.986,36.673,25.153,0.357
2.989,76.738,2.942,38.908,23.204,0.337
2.969,78.807,2.689,38.428,26.066,0.339
2.998,79.883,2.378,31.932,28.678,0.354
2.988,81.944,1.924,36.098,27.993,0.359
2.821,88.608,2.286,37.386,30.45,0.385
3.165,96.777,1.935,47.222,27.081,0.411
3.006,100.039,1.407,50.567,27.407,0.413
3.271,88.369,1.381,39.007,30.019,0.362
3.446,106.537,2.11,54.641,33.09,0.438
3.435,91.449,2.173,50.92,22.188,0.368
3.789,85.399,1.96,38.534,26.828,0.335
3.766,86.839,2.096,41.029,28.458,0.338
4.058,90.692,2.609,44.653,29.495,0.346
4.032,94.581,2.788,44.027,31.943,0.342
4.897,91.714,1.924,41.209,32.818,0.32
5.662,110.993,2.363,61.211,31.052,0.375
6.54,105.896,2.7,49.306,35.233,0.346
7.001,109.889,3.012,51.076,38.322,0.349
7.583,111.087,3.008,51.551,37.363,0.347
8.22,118.856,1.594,54.894,44.891,0.377
8.252,118.353,1.216,53.368,45.365,0.355
8.187,125.095,1.048,56.721,46.92,0.363
7.697,135.674,1.037,64.114,48.539,0.388
7.298,140.786,0.725,65.45,51.919,0.4
7.668,151.283,0.546,73.831,52.885,0.427
8.062,160.087,0.502,78.769,55.59,0.451
9.105,158.482,0.0,78.677,54.627,0.447
10.084,165.09,0.795,82.352,55.308,0.458
9.746,171.276,1.33,88.887,54.922,0.466
10.1,178.577,1.096,91.25,59.158,0.482
8.958,169.893,0.502,88.267,54.636,0.485
9.555,180.225,0.502,97.323,57.513,0.49
9.555,176.345,0.502,89.967,60.127,0.475
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.0,,,,0.0
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.41,0.0,0.0,0.41,0.002
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.425,0.0,0.0,0.425,0.002
0.0,0.454,0.0,0.0,0.454,0.002
0.0,0.465,0.0,0.0,0.465,0.002
0.0,0.491,0.0,0.0,0.491,0.002
0.0,0.513,0.0,0.0,0.513,0.002
0.0,0.524,0.0,0.0,0.524,0.002
0.0,0.524,0.0,0.0,0.524,0.002
0.0,0.531,0.0,0.0,0.531,0.002
0.0,0.535,0.0,0.0,0.535,0.002
0.0,0.561,0.0,0.0,0.561,0.002
0.0,0.575,0.0,0.0,0.575,0.002
0.0,0.546,0.0,0.0,0.546,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.517,0.0,0.0,0.517,0.002
0.0,0.517,0.0,0.0,0.517,0.002
0.0,0.491,0.0,0.0,0.491,0.001
0.0,0.487,0.0,0.0,0.487,0.001
0.0,0.476,0.0,0.0,0.476,0.001
0.0,0.462,0.0,0.0,0.462,0.001
0.0,0.465,0.0,0.0,0.465,0.001
0.0,0.469,0.0,0.0,0.469,0.001
0.0,0.465,0.0,0.0,0.465,0.001
0.0,0.495,0.0,0.0,0.495,0.001
0.0,0.484,0.0,0.0,0.484,0.001
0.0,0.374,0.0,0.0,0.374,0.001
0.0,0.363,0.0,0.0,0.363,0.001
0.0,0.369,0.0,0.0,0.369,0.001
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.187,0.06,0.0,0.127,0.003
0.0,0.249,0.095,0.0,0.154,0.004
0.0,0.311,0.121,0.0,0.191,0.005
0.015,0.275,0.07,0.0,0.191,0.004
0.022,0.348,0.076,0.0,0.25,0.005
0.036,0.414,0.084,0.0,0.293,0.006
0.044,0.502,0.04,0.0,0.418,0.006
0.065,0.619,0.081,0.0,0.473,0.008
0.084,0.593,0.044,0.0,0.465,0.007
0.076,0.619,0.055,0.0,0.487,0.007
0.079,0.549,0.124,0.0,0.346,0.006
0.077,0.454,0.063,0.0,0.314,0.005
0.083,1.179,0.091,0.0,1.004,0.012
0.094,1.15,0.022,0.0,1.033,0.011
0.105,1.223,0.077,0.0,1.041,0.011
0.12,1.186,0.055,0.0,1.011,0.01
0.131,1.552,0.088,0.0,1.334,0.013
0.138,0.992,0.055,0.0,0.799,0.008
0.152,1.67,0.102,0.0,1.415,0.013
0.189,2.783,0.092,0.0,2.502,0.02
0.221,3.578,0.048,0.084,1.742,0.024
0.261,3.405,0.029,0.084,1.643,0.022
0.309,4.501,0.007,0.11,2.475,0.028
0.382,4.874,0.022,0.125,2.51,0.029
0.374,4.866,0.0,0.132,2.449,0.029
0.323,4.409,0.0,0.125,2.18,0.026
0.147,3.28,0.0,0.11,1.935,0.018
0.146,3.528,0.0,0.136,1.074,0.019
0.19,5.4,0.0,0.136,2.678,0.028
0.187,5.489,0.0,0.136,2.77,0.028
0.113,5.334,0.0,0.147,2.658,0.027
0.115,5.267,0.0,0.172,2.763,0.028
0.114,4.635,0.0,0.172,2.156,0.025
0.099,5.101,0.0,0.198,2.535,0.027
0.157,4.986,0.0,0.22,2.292,0.025
0.155,4.676,0.0,0.22,1.96,0.023
0.153,4.634,0.0,0.245,1.869,0.022
0.151,5.786,0.0,0.297,2.924,0.027
0.422,5.049,0.0,0.3,1.905,0.023
0.416,4.923,0.0,0.319,1.745,0.022
0.107,5.09,0.0,1.011,2.475,0.022
0.107,5.064,0.0,1.084,2.281,0.022
0.123,5.164,0.0,1.066,2.29,0.023
0.102,5.748,0.0,1.048,2.968,0.025
0.098,11.353,0.0,0.972,3.465,0.049
0.081,12.617,0.0,1.048,3.012,0.054
0.11,15.249,0.0,1.048,3.268,0.063
0.122,15.884,0.0,1.066,3.331,0.065
0.142,16.513,0.0,1.085,2.763,0.068
0.084,17.261,0.0,1.048,3.708,0.07
0.081,15.995,0.0,1.085,3.668,0.063
0.221,15.908,0.0,0.989,4.302,0.062
0.239,16.08,0.0,1.158,5.02,0.061
0.28,17.484,0.0,1.216,6.837,0.063
0.3,17.016,0.0,1.44,6.108,0.059
0.521,15.387,0.0,1.249,4.734,0.052
0.539,17.145,0.0,1.304,7.757,0.056
0.542,17.588,0.0,1.594,8.801,0.056
0.685,18.75,0.0,1.271,10.219,0.059
0.693,20.668,0.0,1.29,12.296,0.066
0.578,22.983,0.0,1.37,13.37,0.069
0.765,23.397,0.0,1.403,14.345,0.068
1.147,25.941,0.0,1.422,17.268,0.074
1.557,25.71,0.0,0.766,17.441,0.073
1.976,24.768,0.0,0.579,15.653,0.07
2.03,26.03,0.0,1.44,14.693,0.073
1.5,23.993,0.0,1.495,12.699,0.068
0.996,22.617,0.0,1.572,12.905,0.063
1.038,21.434,0.0,1.608,13.536,0.058
0.957,19.222,0.0,2.429,11.465,0.052
1.054,16.765,0.0,2.487,9.715,0.048
1.201,17.506,0.0,2.75,10.169,0.048
1.201,16.07,0.0,2.488,9.23,0.043
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.048,0.0,0.0,0.048,0.0
0.0,0.055,0.0,0.0,0.055,0.0
0.0,0.055,0.0,0.0,0.055,0.0
0.0,0.059,0.0,0.0,0.059,0.0
0.0,0.062,0.0,0.0,0.062,0.0
0.0,0.062,0.0,0.0,0.062,0.0
0.0,0.066,0.0,0.0,0.066,0.0
0.0,0.066,0.0,0.0,0.066,0.0
0.0,0.077,0.0,0.0,0.077,0.0
0.0,0.084,0.0,0.0,0.084,0.0
0.0,0.084,0.0,0.0,0.084,0.0
0.0,0.088,0.0,0.0,0.088,0.0
0.0,0.103,0.0,0.0,0.103,0.0
0.0,0.11,0.0,0.0,0.11,0.0
0.0,0.121,0.0,0.0,0.121,0.0
0.0,0.125,0.0,0.0,0.125,0.0
0.0,0.125,0.0,0.0,0.125,0.0
0.0,0.125,0.0,0.0,0.125,0.0
0.0,0.132,0.0,0.0,0.132,0.0
0.0,0.125,0.0,0.0,0.125,0.0
0.0,0.121,0.0,0.0,0.121,0.0
0.0,0.117,0.0,0.0,0.117,0.0
0.0,0.121,0.0,0.0,0.121,0.0
0.0,0.139,0.0,0.0,0.139,0.0
0.0,0.139,0.0,0.0,0.139,0.0
0.0,0.128,0.0,0.0,0.128,0.0
0.0,0.132,0.0,0.0,0.132,0.0
0.0,0.147,0.0,0.0,0.147,0.0
0.0,0.143,0.0,0.0,0.143,0.0
0.0,0.138,0.0,0.0,0.138,0.0
0.0,0.139,0.0,0.0,0.139,0.0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,0.004,0.0,0.0,0.004,0.0
,0.007,0.0,0.0,0.007,0.0
,0.007,0.0,0.0,0.007,0.0
,0.011,0.0,0.0,0.011,0.0
,0.015,0.0,0.0,0.015,0.0
,0.015,0.0,0.0,0.015,0.0
,0.015,0.0,0.0,0.015,0.0
,0.015,0.0,0.0,0.015,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.004,0.0,0.0,0.004,0.0
,0.007,0.0,0.0,0.007,0.0
,0.007,0.0,0.0,0.007,0.0
,0.007,0.0,0.0,0.007,0.0
,0.011,0.0,0.0,0.011,0.0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.0,0.022,0.0,0.0,0.022,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.029,0.0,0.0,0.029,0.0
0.0,0.037,0.0,0.0,0.037,0.0
0.0,0.048,0.0,0.0,0.048,0.001
0.0,0.103,0.0,0.0,0.103,0.001
0.0,0.084,0.0,0.0,0.084,0.001
0.0,0.092,0.0,0.0,0.092,0.001
0.0,0.15,0.0,0.0,0.15,0.001
0.0,0.348,0.0,0.0,0.348,0.003
0.0,0.564,0.0,0.0,0.564,0.005
0.0,0.989,0.0,0.0,0.989,0.008
0.0,1.257,0.0,0.0,1.257,0.009
0.0,0.462,0.0,0.0,0.462,0.003
0.0,0.425,0.0,0.0,0.425,0.003
0.0,0.374,0.0,0.0,0.374,0.002
0.0,0.33,0.0,0.0,0.33,0.002
0.0,0.429,0.0,0.0,0.429,0.003
0.0,0.707,0.0,0.0,0.707,0.004
0.0,0.403,0.0,0.0,0.403,0.002
0.0,0.465,0.0,0.0,0.465,0.003
0.0,0.491,0.0,0.0,0.491,0.003
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.143,0.0,0.0,0.143,0.001
0.0,0.106,0.0,0.0,0.106,0.001
0.0,0.293,0.0,0.0,0.293,0.002
0.0,0.084,0.0,0.0,0.084,0.0
0.0,0.147,0.0,0.0,0.147,0.001
0.0,0.249,0.0,0.0,0.249,0.001
0.0,0.249,0.0,0.0,0.249,0.001
0.0,0.275,0.0,0.0,0.275,0.001
0.0,0.286,0.0,0.0,0.286,0.001
0.0,0.286,0.0,0.0,0.286,0.001
0.0,0.242,0.0,0.0,0.242,0.001
0.0,0.249,0.0,0.0,0.249,0.001
0.0,0.249,0.0,0.0,0.249,0.001
0.0,0.256,0.0,0.0,0.256,0.001
0.0,0.267,0.0,0.0,0.267,0.001
0.0,0.271,0.0,0.0,0.271,0.001
0.0,0.289,0.0,0.0,0.289,0.001
0.0,0.311,0.0,0.0,0.311,0.001
0.0,0.322,0.0,0.0,0.322,0.001
0.0,0.344,0.0,0.0,0.344,0.001
0.0,0.355,0.0,0.0,0.355,0.001
0.0,0.37,0.0,0.0,0.37,0.001
0.0,0.407,0.0,0.0,0.407,0.002
0.0,0.429,0.0,0.0,0.429,0.002
0.0,0.451,0.0,0.0,0.451,0.002
0.0,0.48,0.0,0.0,0.48,0.002
0.0,0.517,0.0,0.0,0.517,0.002
0.0,0.535,0.0,0.0,0.535,0.002
0.0,0.539,0.0,0.0,0.539,0.002
0.0,0.557,0.0,0.0,0.557,0.002
0.0,0.55,0.0,0.0,0.55,0.002
0.0,0.546,0.0,0.0,0.546,0.002
0.0,0.557,0.0,0.0,0.557,0.002
0.0,0.557,0.0,0.0,0.557,0.002
0.0,0.568,0.0,0.0,0.568,0.002
0.0,0.583,0.0,0.0,0.583,0.002
0.0,0.597,0.0,0.0,0.597,0.002
0.0,0.605,0.0,0.0,0.605,0.002
0.0,0.616,0.0,0.0,0.616,0.002
0.0,0.641,0.0,0.0,0.641,0.002
0.0,0.619,0.0,0.0,0.619,0.002
0.0,0.597,0.0,0.0,0.597,0.002
0.0,0.602,0.0,0.0,0.602,0.002
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,1.085,1.085,0.0,0.0,0.101
,0.89,0.89,0.0,0.0,0.075
,1.755,1.755,0.0,0.0,0.147
,1.37,1.37,0.0,0.0,0.105
,0.938,0.938,0.0,0.0,0.069
,1.385,1.385,0.0,0.0,0.101
,1.554,1.554,0.0,0.0,0.115
,1.993,1.993,0.0,0.0,0.142
,2.264,2.264,0.0,0.0,0.152
,2.305,2.305,0.0,0.0,0.15
,2.081,2.081,0.0,0.0,0.129
,2.349,2.349,0.0,0.0,0.138
,2.92,2.92,0.0,0.0,0.158
,2.07,2.07,0.0,0.0,0.106
,2.492,2.492,0.0,0.0,0.124
,2.814,2.814,0.0,0.0,0.136
,2.862,2.862,0.0,0.0,0.127
,3.796,3.796,0.0,0.0,0.167
,3.983,3.983,0.0,0.0,0.164
,6.254,6.254,0.0,0.0,0.247
,6.254,6.254,0.0,0.0,0.217
,7.617,7.61,0.0,0.007,0.274
,5.936,5.925,0.0,0.011,0.205
,8.907,8.896,0.0,0.011,0.294
,9.944,9.937,0.0,0.007,0.323
,9.479,9.457,0.0,0.022,0.293
,10.146,10.087,0.0,0.059,0.289
,8.673,8.548,0.004,0.121,0.273
,6.94,6.701,0.011,0.227,0.221
,4.987,4.587,0.015,0.385,0.147
,2.231,1.663,0.026,0.542,0.063
,2.521,1.891,0.029,0.601,0.072
,3.726,3.103,0.029,0.594,0.123
,5.892,5.122,0.037,0.733,0.167
,5.54,4.565,0.048,0.927,0.179
